"Age","Vehicle_Use","Severity","Claim_Count","Car_Model","Group","Exposure"
"A","DriveLong",244.14612659978,22.8915737891919,"Toyota RAV4","Small SUVs",5588.88907240425
"E","Business",261.563531674217,169.552819916164,"Hyundai Sonata","Midsize Cars",44348.8343825943
"C","Business",341.308151295528,130.774682173412,"Subaru Legacy","Midsize Cars",44634.4650088676
"D","Business",358.356792189258,168.336633837142,"Hyundai Sonata","Midsize Cars",60324.5761098158
"A","Pleasure",253.87733385744,21.0433540918166,"Mazda CX-9","Midsize SUVs",5342.43063224845
"F","DriveLong",238.909546025882,718.173748522322,"Ford Explorer","Midsize SUVs",171578.564227174
"A","DriveShort",273.957255955377,39.5592211377807,"Hyundai Sonata","Midsize Cars",10837.5356706383
"A","Business",792.14798882718,5.00389315001667,"Rivian R1T","Large Pickups",3963.8238950918
"G","DriveShort",200.641612296254,845.588785971177,"Mazda CX-9","Midsize SUVs",169660.297356889
"F","DriveShort",203.244976094579,967.612089511822,"Mazda CX-9","Midsize SUVs",196662.296001656
"B","Pleasure",211.25034661876,61.5449373400072,"Mazda CX-9","Midsize SUVs",13001.3893457064
"E","DriveLong",236.942146389236,381.759095299349,"Mazda CX-9","Midsize SUVs",90454.8194438405
"H","Business",339.372559467485,95.8572057545185,"Subaru Legacy","Midsize Cars",32531.3052603123
"H","DriveLong",263.109621228664,305.219686120749,"Ford Explorer","Midsize SUVs",80306.236006762
"A","DriveLong",239.036377083371,22.4902503677295,"Toyota RAV4","Small SUVs",5375.9879676
"A","DriveShort",279.222765400131,39.6306078787893,"Hyundai Sonata","Midsize Cars",11065.7679264038
"B","Business",369.696126667527,43.596775795659,"Hyundai Sonata","Midsize Cars",16117.5591468477
"E","Business",259.072544163782,164.890544141317,"Hyundai Sonata","Midsize Cars",42718.6127792414
"G","DriveShort",199.064767551455,842.618666965398,"Mazda CX-9","Midsize SUVs",167735.689073984
"C","DriveShort",248.03398536241,346.69727055321,"Subaru Legacy","Midsize Cars",85992.7057295822
"H","DriveLong",256.867061245948,312.618027526885,"Ford Explorer","Midsize SUVs",80301.2740233359
"G","Pleasure",205.865184224795,267.092490409594,"Ford Explorer","Midsize SUVs",54985.0447432304
"F","DriveLong",232.206951029976,733.462391830073,"Ford Explorer","Midsize SUVs",170315.065702015
"B","Pleasure",213.113813756144,62.1307517913287,"Mazda CX-9","Midsize SUVs",13240.9214657864
"E","DriveLong",241.141727554019,387.364360330522,"Mazda CX-9","Midsize SUVs",93409.7110429595
"B","Pleasure",212.749359413462,63.9514991061646,"Mazda CX-9","Midsize SUVs",13605.6404683671
"F","DriveShort",204.174567465135,955.097476943629,"Mazda CX-9","Midsize SUVs",195006.614242007
"A","Business",801.040588991414,5.09750269405777,"Rivian R1T","Large Pickups",4083.30656043335
"H","Business",345.675365286178,93.6803581763059,"Subaru Legacy","Midsize Cars",32382.9920327345
"D","DriveLong",289.532488142261,353.786768841045,"Ford Explorer","Midsize SUVs",102432.763454359
"A","DriveLong",248.586032013956,22.9064184837742,"Toyota RAV4","Small SUVs",5694.21567853257
"D","DriveLong",297.111167449142,362.317607219249,"Ford Explorer","Midsize SUVs",107648.607268291
"B","DriveLong",293.836573858596,90.3174108085223,"Ford Explorer","Midsize SUVs",26538.5585517555
"D","DriveLong",288.860505053146,356.07092120999,"Ford Explorer","Midsize SUVs",102854.826135457
"G","Pleasure",208.008464524087,263.227333124098,"Ford Explorer","Midsize SUVs",54753.5133839141
"F","Business",344.891498682953,300.527476081811,"Subaru Legacy","Midsize Cars",103649.371621261
"F","DriveShort",201.317164281551,976.067550813779,"Mazda CX-9","Midsize SUVs",196499.151477069
"A","DriveShort",276.177403076492,40.3254149146378,"Hyundai Sonata","Midsize Cars",11136.9683691067
"C","DriveLong",292.92619373613,317.461228125449,"Ford Explorer","Midsize SUVs",92992.7092135852
"B","Business",365.146588862429,44.660140757123,"Hyundai Sonata","Midsize Cars",16307.4980555794
"E","Business",255.856044821343,170.053055607737,"Hyundai Sonata","Midsize Cars",43509.1022175795
"A","DriveShort",279.553167258546,40.2961710826494,"Hyundai Sonata","Midsize Cars",11264.9222545469
"E","DriveShort",199.571768147532,479.218164419394,"Mazda CX-9","Midsize SUVs",95638.4164015934
"F","DriveShort",205.498293848578,960.124369301833,"Mazda CX-9","Midsize SUVs",197303.919773969
"E","DriveLong",243.442892299941,387.805005842715,"Mazda CX-9","Midsize SUVs",94408.3722707461
"D","DriveShort",229.473678074084,456.303706923872,"Mazda CX-9","Midsize SUVs",104709.68994666
"C","DriveShort",254.473136159506,337.066872432362,"Subaru Legacy","Midsize Cars",85774.4641233393
"A","DriveLong",247.642588819442,23.4012787987129,"Toyota RAV4","Small SUVs",5795.15326339878
"A","DriveShort",281.356414880447,39.825067310594,"Hyundai Sonata","Midsize Cars",11205.0381608812
"B","DriveShort",293.574864202999,168.103584892291,"Hyundai Sonata","Midsize Cars",49350.9871067916
"H","Business",347.521315347746,97.3714189667255,"Subaru Legacy","Midsize Cars",33838.6435965929
"F","Pleasure",204.69996535576,246.505815092823,"Ford Explorer","Midsize SUVs",50459.7318094944
"C","DriveLong",294.292651375167,321.98728390045,"Ford Explorer","Midsize SUVs",94758.4914881519
"H","DriveLong",254.75124321466,306.120245524775,"Ford Explorer","Midsize SUVs",77984.5131206134
"C","Business",346.534175071364,126.352736433072,"Subaru Legacy","Midsize Cars",43785.5412878439
"H","Business",342.885549715734,98.058123473078,"Subaru Legacy","Midsize Cars",33622.7135711596
"E","DriveShort",204.556618331524,473.467476523272,"Mazda CX-9","Midsize SUVs",96850.9058875608
"H","DriveShort",198.743333966392,581.07619657754,"Ford Explorer","Midsize SUVs",115485.020596331
"B","DriveLong",303.650404457711,91.9864683795255,"Ford Explorer","Midsize SUVs",27931.7283280794
"D","Pleasure",232.728359996409,125.195824504481,"Mazda CX-9","Midsize SUVs",29136.6189153261
"D","Pleasure",232.572270680616,122.591118735855,"Mazda CX-9","Midsize SUVs",28511.2948496748
"C","DriveLong",304.32057801459,320.40161859775,"Ford Explorer","Midsize SUVs",97504.8057684773
"F","Business",352.891787271695,300.856155768596,"Subaru Legacy","Midsize Cars",106169.666520871
"D","Pleasure",230.56760714762,122.734877224581,"Mazda CX-9","Midsize SUVs",28298.6869552285
"F","Pleasure",205.307755798318,240.281490614929,"Ford Explorer","Midsize SUVs",49331.6535980256
"D","DriveShort",227.897361538611,454.126842034608,"Mazda CX-9","Midsize SUVs",103494.309103549
"C","DriveShort",253.077488569526,350.40038968029,"Subaru Legacy","Midsize Cars",88678.450614071
"D","Business",362.944235601157,165.915281882253,"Hyundai Sonata","Midsize Cars",60217.995157305
"D","Pleasure",232.833575009867,124.723128468613,"Mazda CX-9","Midsize SUVs",29039.7318877621
"F","Pleasure",209.635855426824,239.805685255327,"Ford Explorer","Midsize SUVs",50271.8699647163
"A","Pleasure",246.336346158255,21.3834646040224,"Mazda CX-9","Midsize SUVs",5267.52453875926
"G","Pleasure",207.303725791867,262.860801479593,"Ford Explorer","Midsize SUVs",54492.0235113559
"B","DriveLong",302.492745632138,92.0659585281275,"Ford Explorer","Midsize SUVs",27849.2845744278
"A","DriveLong",242.961693603309,23.1195572636439,"Toyota RAV4","Small SUVs",5617.16678813363
"H","DriveShort",193.938195020815,588.44376237914,"Ford Explorer","Midsize SUVs",114121.721147068
"D","Business",362.851971925325,167.644208298461,"Hyundai Sonata","Midsize Cars",60830.0315629564
"C","DriveShort",246.326044347174,345.837014452554,"Subaru Legacy","Midsize Cars",85188.6637589343
"E","Pleasure",150.987262595663,149.647970273334,"Mazda CX-9","Midsize SUVs",22594.9373845678
"A","Pleasure",248.925505615139,20.9543333647074,"Mazda CX-9","Midsize SUVs",5216.06802763798
"A","Business",784.349760626608,5.08035900467075,"Rivian R1T","Large Pickups",3984.77836921074
"G","Business",348.324906722856,159.935540580656,"Subaru Legacy","Midsize Cars",55709.5322544267
"G","Business",347.866043857145,160.442904507928,"Subaru Legacy","Midsize Cars",55812.6384561225
"G","Pleasure",207.145942830836,260.774953768821,"Ford Explorer","Midsize SUVs",54018.4736651103
"G","DriveShort",203.67266123588,873.391906076239,"Mazda CX-9","Midsize SUVs",177886.053812425
"F","DriveShort",202.101074178005,975.78544192831,"Mazda CX-9","Midsize SUVs",197207.28598097
"A","DriveShort",272.49344187301,39.4395603029989,"Hyundai Sonata","Midsize Cars",10747.0215329223
"A","DriveShort",277.115124639841,40.6751289786771,"Hyundai Sonata","Midsize Cars",11271.6934366677
"B","Pleasure",208.9778848914,62.6811847507954,"Mazda CX-9","Midsize SUVs",13098.9814117083
"B","Pleasure",209.266539767713,62.6927049004356,"Mazda CX-9","Midsize SUVs",13119.4854231925
"E","DriveLong",239.120762077516,375.36716610454,"Mazda CX-9","Midsize SUVs",89758.0828177954
"F","DriveShort",198.838852351327,954.596130399033,"Mazda CX-9","Midsize SUVs",189810.799027561
"D","DriveShort",226.303599392943,444.303581222892,"Mazda CX-9","Midsize SUVs",100547.499653915
"B","DriveLong",291.344368615366,93.3762002716772,"Ford Explorer","Midsize SUVs",27204.6301118538
"A","DriveShort",274.30980073684,39.2453586179763,"Hyundai Sonata","Midsize Cars",10765.3865023429
"H","DriveShort",197.351818016863,567.674878844619,"Ford Explorer","Midsize SUVs",112031.669382488
"D","DriveShort",227.54262471807,451.865293981135,"Mazda CX-9","Midsize SUVs",102818.61501147
"A","Business",806.958407870447,4.98018616845366,"Rivian R1T","Large Pickups",4018.80310139379
"C","Business",347.121883483962,131.460413722065,"Subaru Legacy","Midsize Cars",45632.7864147842
"B","Business",362.593609508345,43.9377029446885,"Hyundai Sonata","Midsize Cars",15931.53030422
"D","Business",366.957314246099,169.942589479091,"Hyundai Sonata","Midsize Cars",62361.6762112747
"G","Business",345.077155665823,164.573565095616,"Subaru Legacy","Midsize Cars",56790.5777409795
"E","DriveLong",237.368653349749,389.69777938599,"Mazda CX-9","Midsize SUVs",92502.0371062398
"A","Pleasure",253.111162173058,20.5168017560849,"Mazda CX-9","Midsize SUVs",5193.03153655688
"H","Pleasure",196.715270470083,254.156398452586,"Mazda CX-9","Midsize SUVs",49996.4446633025
"E","Business",257.337456117533,167.809167027124,"Hyundai Sonata","Midsize Cars",43183.5841559623
"F","DriveShort",206.465880796714,956.71877145418,"Mazda CX-9","Midsize SUVs",197529.783823037
"D","DriveLong",299.536314488508,354.94471701358,"Ford Explorer","Midsize SUVs",106318.832381414
"C","DriveLong",298.670428919593,321.181348185148,"Ford Explorer","Midsize SUVs",95927.3710234314
"E","DriveShort",202.540600646197,475.816918555519,"Mazda CX-9","Midsize SUVs",96372.2444818574
"E","Pleasure",151.564019927247,152.787515383225,"Mazda CX-9","Midsize SUVs",23157.0900261778
"A","DriveLong",244.997027093988,23.0063231037231,"Toyota RAV4","Small SUVs",5636.48076477589
"H","Pleasure",195.655936619639,261.666142658796,"Mazda CX-9","Midsize SUVs",51196.5342235549
"F","Business",351.40307489784,303.953502661921,"Subaru Legacy","Midsize Cars",106810.195461368
"H","DriveShort",193.144550361281,591.281490557175,"Ford Explorer","Midsize SUVs",114202.797630613
"A","Business",785.665390795977,4.98604087549029,"Rivian R1T","Large Pickups",3917.35975296679
"A","Pleasure",250.239946908389,21.4757246480905,"Mazda CX-9","Midsize SUVs",5374.08419575736
"D","Pleasure",227.139092450118,120.92920898177,"Mazda CX-9","Midsize SUVs",27467.7507788298
"E","Pleasure",155.947769035519,147.770417112834,"Mazda CX-9","Midsize SUVs",23044.4668781945
"F","Pleasure",204.108156297368,246.702990900027,"Ford Explorer","Midsize SUVs",50354.0926256508
"D","Business",364.528070574787,167.632717112033,"Hyundai Sonata","Midsize Cars",61106.8309340584
"F","Pleasure",207.503477877656,246.522983009578,"Ford Explorer","Midsize SUVs",51154.3763512617
"F","Business",349.964959972208,297.55187686719,"Subaru Legacy","Midsize Cars",104132.730677481
"H","DriveLong",262.229958994468,309.075549367536,"Ford Explorer","Midsize SUVs",81048.8686368416
"G","DriveLong",255.787673463234,495.213349878788,"Ford Explorer","Midsize SUVs",126669.47063343
"B","DriveShort",293.936390328968,172.870557965501,"Hyundai Sonata","Midsize Cars",50812.9478025341
"F","Business",353.46747364524,305.490086056851,"Subaru Legacy","Midsize Cars",107980.808942182
"B","DriveLong",296.928608502264,93.9854695879854,"Ford Explorer","Midsize SUVs",27906.9747041923
"B","DriveLong",296.662942350473,92.631850372022,"Ford Explorer","Midsize SUVs",27480.4372867328
"G","Business",341.883258390136,163.058751667128,"Subaru Legacy","Midsize Cars",55747.0573289857
"H","DriveLong",258.712886387095,307.593975398317,"Ford Explorer","Midsize SUVs",79578.5252105797
"G","Business",332.937768918824,164.36460152627,"Subaru Legacy","Midsize Cars",54723.1837213878
"F","DriveShort",203.804407469016,975.748300706851,"Mazda CX-9","Midsize SUVs",198861.804264459
"H","DriveLong",257.014823495318,314.717324183229,"Ford Explorer","Midsize SUVs",80887.0175258715
"F","Pleasure",210.463690913408,241.733625262801,"Ford Explorer","Midsize SUVs",50876.1509906878
"G","Pleasure",206.151671221826,269.931769658253,"Ford Explorer","Midsize SUVs",55646.8854309139
"E","Business",261.362543164013,166.817381237866,"Hyundai Sonata","Midsize Cars",43599.8150042895
"D","DriveShort",232.525545737162,452.010923492909,"Mazda CX-9","Midsize SUVs",105104.086664347
"D","DriveLong",291.482646924898,361.813013546786,"Ford Explorer","Midsize SUVs",105462.214880491
"B","Pleasure",218.432997541138,62.6768579306547,"Mazda CX-9","Midsize SUVs",13690.693954253
"H","DriveLong",265.064043602392,310.255925734062,"Ford Explorer","Midsize SUVs",82237.6902266737
"D","Business",358.765397332763,170.138816428615,"Hyundai Sonata","Midsize Cars",61039.9200777382
"A","Pleasure",245.112601144399,20.6519295573584,"Mazda CX-9","Midsize SUVs",5062.048172455
"C","DriveShort",251.110910001313,347.611724396725,"Subaru Legacy","Midsize Cars",87289.0964403874
"D","DriveLong",290.335266227686,357.766330779297,"Ford Explorer","Midsize SUVs",103872.18289411
"F","Business",346.897688290402,299.493431485072,"Subaru Legacy","Midsize Cars",103893.579040331
"H","Pleasure",188.045217508078,262.448400200112,"Mazda CX-9","Midsize SUVs",49352.166500277
"E","DriveLong",241.328758308981,382.698653833684,"Mazda CX-9","Midsize SUVs",92356.1909362015
"F","Pleasure",209.857259082016,242.679713754042,"Ford Explorer","Midsize SUVs",50928.0995632314
"H","DriveShort",194.971467499351,589.092032440472,"Ford Explorer","Midsize SUVs",114856.138057094
"F","Pleasure",210.290757828861,243.436880334164,"Ford Explorer","Midsize SUVs",51192.5260489652
"A","Business",806.926630743667,4.93974228558363,"Rivian R1T","Large Pickups",3986.00959924802
"D","DriveLong",287.786384050014,354.544661609363,"Ford Explorer","Midsize SUVs",102033.126148794
"F","Pleasure",204.549961479368,244.923174046271,"Ford Explorer","Midsize SUVs",50099.0258165692
"H","DriveLong",260.037941880106,309.380799655896,"Ford Explorer","Midsize SUVs",80450.7463997404
"E","DriveShort",206.149290028758,477.732528105204,"Mazda CX-9","Midsize SUVs",98484.2214925312
"G","DriveLong",249.576910917531,503.750133185741,"Ford Explorer","Midsize SUVs",125724.402114792
"C","Pleasure",251.398186997306,142.84573131823,"Ford Explorer","Midsize SUVs",35911.1578737073
"H","Business",345.822372787764,94.718244215101,"Subaru Legacy","Midsize Cars",32755.6879607572
"F","Pleasure",203.383865908337,241.353049626981,"Ford Explorer","Midsize SUVs",49087.3162819022
"H","DriveLong",254.074402985206,309.675077863131,"Ford Explorer","Midsize SUVs",78680.510527472
"A","Pleasure",252.13724672878,21.053356573591,"Mazda CX-9","Midsize SUVs",5308.33536086449
"A","Pleasure",254.317391372046,20.6172906455817,"Mazda CX-9","Midsize SUVs",5243.33557414363
"G","DriveLong",259.87966164982,501.399268704001,"Ford Explorer","Midsize SUVs",130303.472302263
"B","Business",361.90923839317,44.6008663025219,"Hyundai Sonata","Midsize Cars",16141.4655552213
"F","Pleasure",213.304274786471,242.089976466086,"Ford Explorer","Midsize SUVs",51638.8268631725
"E","Pleasure",150.932528959171,154.672619047714,"Mazda CX-9","Midsize SUVs",23345.12955361
"A","DriveLong",250.117859226467,23.5579487403738,"Toyota RAV4","Small SUVs",5892.26370670914
"G","Business",339.997339321355,160.66620884703,"Subaru Legacy","Midsize Cars",54626.0835268394
"E","DriveShort",198.273135460292,482.141583903099,"Mazda CX-9","Midsize SUVs",95595.723576259
"F","Business",350.643795405831,306.730386201665,"Subaru Legacy","Midsize Cars",107553.106784048
"H","Business",347.975399634023,97.7184547059238,"Subaru Legacy","Midsize Cars",34003.618327913
"E","DriveLong",236.515811778714,389.442416959594,"Mazda CX-9","Midsize SUVs",92109.2893882627
"F","DriveShort",207.684117791983,979.938792520203,"Mazda CX-9","Midsize SUVs",203517.7236147
"B","Pleasure",209.084794384232,62.5285225882893,"Mazda CX-9","Midsize SUVs",13073.7632885223
"A","Business",804.763717167226,5.0807294882834,"Rivian R1T","Large Pickups",4088.78674891208
"H","Business",338.797971748642,95.2731698468328,"Subaru Legacy","Midsize Cars",32278.3567061708
"B","Business",358.346023520182,45.0553738757037,"Hyundai Sonata","Midsize Cars",16145.4140665735
"D","Business",366.195881689037,171.038757331215,"Hyundai Sonata","Midsize Cars",62633.6885439016
"H","DriveShort",199.100390710635,578.709027636563,"Ford Explorer","Midsize SUVs",115221.193510212
"A","Business",780.607557799157,4.91761520446744,"Rivian R1T","Large Pickups",3838.72759495533
